molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,PIC50
CHEMBL3966325,C[C@@H]1c2ccncc2N(Cc2ccccc2)C[C@H](C)N1C(=O)NCc1ccccc1,inactive,400.5260000000001,4.763100000000004,1.0,3.0,4.958607314841775
CHEMBL3919158,CC(C)Cc1cc(CNS(=O)(=O)c2ccc(CCc3ccccc3)cc2)nn1-c1ccccc1,inactive,473.6420000000001,5.334500000000006,1.0,4.0,4.835647144215563
CHEMBL4077901,CCOC(=O)C1=C(C)NC(=O)N(CCC(=O)NNC(=S)NC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,active,616.7000000000002,4.173200000000004,4.0,7.0,6.468521082957745
CHEMBL2386850,Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1,inactive,325.303,2.7587200000000003,1.0,6.0,4.0
CHEMBL4080064,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1C(C)(C)C,active,347.48400000000015,3.466000000000003,0.0,4.0,5.432973633840939
CHEMBL4211831,COc1ccccc1CNC(=O)c1nn(C)c2c1C[C@@H]1[C@H]2C1(C)C,active,325.41200000000003,2.6544000000000008,1.0,4.0,5.236572006437063
CHEMBL4216796,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,active,353.42500000000007,4.469300000000003,1.0,3.0,6.292429823902063
CHEMBL4209876,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(-c2ccccc2)c1Br,active,548.3340000000001,6.312000000000005,1.0,4.0,6.522878745280337
CHEMBL4211241,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2cccc(F)c2)c(-c2ccccc2)c1Br,active,548.3340000000001,6.312000000000004,1.0,4.0,6.236572006437063
CHEMBL4206356,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccc(F)cc2)c(-c2ccccc2)c1Br,active,548.3340000000001,6.312000000000005,1.0,4.0,6.3872161432802645
CHEMBL4215680,Cn1nc(C(=O)NCc2ccccc2OCC(F)(F)F)c(Br)c1-c1ccccc1,active,468.2730000000001,4.7207000000000034,1.0,4.0,6.657577319177793
CHEMBL4210724,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(CC(F)(F)F)c(-c2ccccc2)c1Br,active,536.27,5.746000000000004,1.0,4.0,6.050609993355087
CHEMBL4209062,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C(F)F,active,515.4820000000001,6.407100000000004,1.0,4.0,6.769551078621726
CHEMBL4214199,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(-c2ccccc2)c1C(F)F,active,519.445,6.487100000000005,1.0,4.0,5.958607314841775
CHEMBL4206873,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2cccc(F)c2)c(-c2ccccc2)c1C(F)F,active,519.445,6.487100000000004,1.0,4.0,5.823908740944319
CHEMBL4218615,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccc(F)cc2)c(-c2ccccc2)c1C(F)F,active,519.445,6.487100000000005,1.0,4.0,5.301029995663981
CHEMBL4211471,Cn1nc(C(=O)NCc2ccccc2OCC(F)(F)F)c(C(F)F)c1-c1ccccc1,active,439.38400000000007,4.895800000000004,1.0,4.0,6.431798275933005
CHEMBL4207289,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(CC(F)(F)F)c(-c2ccccc2)c1C(F)F,active,507.38100000000003,5.9211000000000045,1.0,4.0,6.221848749616356
CHEMBL4204051,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(C2CC2)c1Br,active,512.3010000000002,5.522400000000004,1.0,4.0,6.5376020021010435
CHEMBL4215724,CCc1c(Br)c(C(=O)NCc2ccccc2OCC(F)(F)F)nn1-c1ccccc1,active,482.3000000000001,5.068300000000004,1.0,4.0,6.42021640338319
CHEMBL4208390,O=C(NCc1ccccc1-n1cccn1)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,active,498.3840000000001,5.417500000000004,1.0,5.0,6.3979400086720375
CHEMBL4211809,O=C(NCc1cccnc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,active,531.3320000000001,5.567900000000003,1.0,5.0,6.221848749616356
CHEMBL4206919,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,active,530.344,6.172900000000005,1.0,4.0,6.455931955649724
CHEMBL4211289,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1CO,active,481.4740000000001,4.902700000000006,2.0,5.0,6.3872161432802645
CHEMBL4204992,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1C(F)F,active,501.45500000000004,6.348000000000005,1.0,4.0,6.086186147616283
CHEMBL4216669,C=Cc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,active,477.4860000000001,6.053400000000004,1.0,4.0,6.070581074285707
CHEMBL4209001,CCNCCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,active,522.5710000000001,5.562400000000005,2.0,5.0,6.552841968657781
CHEMBL4205063,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1CCNC1CC1,active,534.582,5.7049000000000065,2.0,5.0,6.229147988357855
CHEMBL4204657,CCN(CC)CCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,active,550.6250000000002,6.294700000000007,1.0,5.0,5.667561540084395
CHEMBL4207112,Cc1sc(C(=O)NCc2ccccc2Cl)c2c1[C@@H]1[C@H](C2)C1(C)C,active,345.89500000000015,4.935620000000004,1.0,2.0,6.173925197299173
CHEMBL4207625,Cc1ccccc1CNC(=O)c1sc(C)c2c1C[C@H]1[C@@H]2C1(C)C,active,325.4770000000001,4.590640000000004,1.0,2.0,6.00436480540245
CHEMBL4202762,Cc1sc(C(=O)NCc2ccccc2C(F)(F)F)c2c1[C@@H]1[C@H](C2)C1(C)C,active,379.4470000000002,5.301020000000004,1.0,2.0,7.214670164989233
CHEMBL4203292,Cc1sc(C(=O)NCc2cccc(C(F)(F)F)c2)c2c1[C@@H]1[C@H](C2)C1(C)C,active,379.4470000000002,5.301020000000004,1.0,2.0,6.275724130399211
CHEMBL4214944,Cc1sc(C(=O)NCc2cccc(OC(F)(F)F)c2)c2c1[C@@H]1[C@H](C2)C1(C)C,active,395.44600000000014,5.180820000000003,1.0,3.0,6.431798275933005
CHEMBL4213521,Cc1ccc(CNC(=O)c2sc(C)c3c2C[C@H]2[C@@H]3C2(C)C)cc1,active,325.4770000000001,4.590640000000004,1.0,2.0,5.886056647693163
CHEMBL4209762,CCOCc1ccc(CNC(=O)c2sc(C)c3c2C[C@H]2[C@@H]3C2(C)C)cc1,active,369.53000000000014,4.818720000000004,1.0,3.0,6.795880017344075
CHEMBL4204934,COCc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,active,422.3880000000002,5.101900000000005,1.0,3.0,7.6020599913279625
CHEMBL4215557,CCOc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,active,422.3880000000002,5.354200000000005,1.0,3.0,7.1938200260161125
CHEMBL4210633,CCOCc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,active,436.41500000000025,5.492000000000005,1.0,3.0,7.4089353929735005
CHEMBL4206884,CC(C)Oc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,active,436.41500000000025,5.7427000000000055,1.0,3.0,6.468521082957745
CHEMBL4217576,COCc1ccc(CNC(=O)c2sc(Br)c3c2CCC(C)(C)C3)cc1,active,422.3880000000002,5.101900000000004,1.0,3.0,6.327902142064283
CHEMBL4213830,CCOc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,active,374.9120000000002,4.522100000000004,1.0,3.0,7.6777807052660805
CHEMBL4202587,CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,active,402.9660000000002,5.048400000000005,1.0,3.0,8.18045606445813
CHEMBL4215213,CCOCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,active,388.9390000000002,4.659900000000004,1.0,3.0,7.6777807052660805
CHEMBL4216897,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1OCCC(F)(F)F)CCC(C)(C)C2,active,442.9090000000003,5.454600000000005,1.0,3.0,7.376750709602099
CHEMBL4212744,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1OCC(F)(F)F)CCC(C)(C)C2,active,428.88200000000023,5.064500000000004,1.0,3.0,7.6777807052660805
CHEMBL4205453,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1Cn1cccn1)CCC(C)(C)C2,active,410.94900000000024,4.368200000000004,1.0,4.0,7.920818753952375
CHEMBL4217174,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1Cn1cncn1)CCC(C)(C)C2,active,411.93700000000024,3.763200000000003,1.0,5.0,7.42021640338319
CHEMBL4211734,Cn1c(Cl)c2c(c1C(=O)NCc1ncccc1OCC(F)(F)F)CCC(C)(C)C2,active,429.87000000000023,4.459500000000004,1.0,4.0,7.638272163982407
CHEMBL4204013,Cn1c(Cl)c2c(c1C(=O)NCc1ccncc1OCC(F)(F)F)CCC(C)(C)C2,active,429.87000000000023,4.459500000000004,1.0,4.0,6.958607314841775
CHEMBL4213286,Cn1c(Cl)c2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,active,429.87000000000023,4.459500000000004,1.0,4.0,7.4089353929735005
CHEMBL4208356,Cn1c(Cl)c2c(c1C(=O)NCc1ncccc1N1CC[C@H](F)C1)CCC(C)(C)C2,active,418.9440000000003,4.066600000000004,1.0,4.0,7.251811972993799
CHEMBL4216691,Cc1onc(CNC(=O)c2c3c(c(Cl)n2C)CC(C)(C)CC3)c1Cn1cccn1,active,415.92500000000024,3.664620000000003,1.0,6.0,7.6020599913279625
CHEMBL4203828,Cn1cc2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,inactive,395.4250000000002,3.8061000000000034,1.0,4.0,6.481486060122113
CHEMBL4206268,Cn1c(C#N)c2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,active,420.43500000000023,3.677780000000003,1.0,5.0,7.187086643357144
CHEMBL4211150,Cn1c(C(=O)NCc2cccnc2OCC(F)(F)F)c2c(c1C(F)(F)F)CC(C)(C)CC2,active,463.42200000000025,4.824900000000004,1.0,4.0,6.958607314841775
CHEMBL4210625,Cn1c(C#N)c2c(c1C(=O)NCc1ncccc1OCC(F)(F)F)CCC(C)(C)C2,active,420.43500000000023,3.677780000000003,1.0,5.0,7.481486060122112
CHEMBL4215580,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CCC(C)(C)C2,active,402.9660000000002,5.158200000000005,1.0,3.0,7.259637310505756
CHEMBL4214109,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)C[C@H](C)[C@@H](C)C2,active,402.9660000000001,5.014100000000004,1.0,3.0,7.698970004336019
CHEMBL4202418,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C(F)(F)F)CC2,active,442.9090000000001,5.310500000000005,1.0,3.0,7.6777807052660805
CHEMBL4218528,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CCC2,active,360.8850000000001,4.132000000000003,1.0,3.0,7.568636235841013
CHEMBL4206782,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CN(C(=O)OC(C)(C)C)C2,active,461.99000000000024,4.894000000000005,1.0,5.0,6.431798275933005
CHEMBL4205329,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CNC2,active,361.87300000000005,3.246500000000002,2.0,4.0,5.0
CHEMBL4210232,CCc1c(C)c(Cl)n(C)c1C(=O)NCc1ccccc1OCC(C)C,active,362.9010000000001,4.514120000000004,1.0,3.0,7.568636235841013
CHEMBL4213589,CCc1c(C)c(C(=O)NCc2ccccc2OCC(C)C)n(C)c1Cl,active,362.90100000000007,4.514120000000004,1.0,3.0,7.6777807052660805
CHEMBL4209272,CC(C)COc1ccccc1CNC(=O)c1c(Cl)c(C2CC2)c(Cl)n1C,active,395.33000000000015,5.174100000000005,1.0,3.0,6.619788758288394
CHEMBL4202587,CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,active,402.9660000000002,5.048400000000005,1.0,3.0,6.886056647693163
CHEMBL4207979,Cn1c(=O)oc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,active,398.3690000000001,2.835700000000001,1.0,6.0,7.823908740944319
CHEMBL4212039,O=C(Cc1ccc2cc[nH]c2c1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,366.37100000000004,3.8721000000000023,2.0,3.0,8.275724130399212
CHEMBL4207159,O=C(Cc1ccc2[nH]ccc2c1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,366.37100000000004,3.8721000000000023,2.0,3.0,7.853871964321762
CHEMBL4203847,Cn1ncc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,active,381.3860000000001,3.2775000000000016,1.0,5.0,8.075720713938118
CHEMBL4204295,Cn1ccc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cnc21,active,381.3860000000001,3.2775000000000007,1.0,5.0,7.455931955649724
CHEMBL4215974,CC1(c2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)COC1,active,397.4250000000001,3.678700000000002,1.0,4.0,8.366531544420413
CHEMBL4208626,O=C(Cc1ccc(C2(F)COC2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,inactive,401.3880000000001,3.5858000000000025,1.0,4.0,7.886056647693163
CHEMBL4203748,CC1(C)OCC(c2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)O1,active,427.45100000000014,4.214800000000003,1.0,5.0,8.0
CHEMBL4211105,O=C(Cc1ccc(OC2CC(F)(F)C2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,433.4050000000001,4.567300000000003,1.0,4.0,7.958607314841775
CHEMBL4206219,CC1(COc2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)COC1,active,427.45100000000014,3.8061000000000025,1.0,5.0,7.468521082957745
CHEMBL4204873,O=C(Cc1ccc(OC2COC2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,399.3970000000001,3.168400000000001,1.0,5.0,7.494850021680094
CHEMBL4209751,CC(C(=O)Nc1ccn(Cc2ccc(F)cc2)n1)c1ccc(N(C)C)cc1,active,366.4400000000001,3.878700000000003,1.0,4.0,7.356547323513812
CHEMBL4217085,COc1ccc(C2(C(=O)Nc3ccn(Cc4ccccc4)n3)CC2)cc1,active,347.4180000000001,3.6103000000000023,1.0,4.0,5.6777807052660805
CHEMBL4205371,CN(C)c1ccc(Cc2nc3cn(Cc4ccc(F)cc4)nc3[nH]2)cc1,active,349.413,3.603600000000002,1.0,4.0,6.795880017344075
CHEMBL4213632,CC(C)c1ccc(Cc2nnc(-c3ccn(Cc4ccc(F)c(F)c4)n3)[nH]2)cc1,active,393.441,4.708900000000003,1.0,4.0,6.585026652029182
CHEMBL4218567,CC(C)c1ccc(-c2nc(-c3ccn(Cc4ccc(F)c(F)c4)n3)no2)cc1,active,380.398,5.050000000000004,0.0,5.0,5.0
CHEMBL4209235,CC(C)c1ccc(CC(=O)NCc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,active,383.442,4.191900000000003,1.0,3.0,6.795880017344075
CHEMBL4206470,CC(C)c1ccc(CC(=O)NC(C)c2ccn(Cc3ccc(F)c(F)c3)n2)cc1,active,397.46900000000005,4.752900000000004,1.0,3.0,6.853871964321762
CHEMBL4203931,CC(C)c1ccc(CNC(=O)c2ccn(Cc3ccc(F)c(F)c3)n2)cc1,active,369.415,4.2630000000000035,1.0,3.0,7.130768280269024
CHEMBL4208810,O=C(NCc1ccc2[nH]ccc2c1)c1ccn(Cc2ccc(F)c(F)c2)n1,active,366.37100000000004,3.6209000000000016,2.0,3.0,6.481486060122113
CHEMBL4213283,O=C(NCc1ccc(C2(F)COC2)cc1)c1ccn(Cc2ccc(F)c(F)c2)n1,active,401.3880000000001,3.334600000000002,1.0,4.0,7.0
CHEMBL4218220,O=C(NCc1ccc(N2CCC(F)(F)C2)nc1)c1ccn(Cc2ccc(F)c(F)c2)n1,active,433.40900000000005,3.3800000000000026,1.0,5.0,7.522878745280337
CHEMBL4217691,Cn1ncc2cc(CNC(=O)c3cnn(Cc4ccc(F)c(F)c4)n3)ccc21,active,382.3740000000001,2.4213000000000005,1.0,6.0,7.045757490560675
CHEMBL4205975,O=C(NCc1ccc(N2CCCC2)nc1)c1coc(Cc2ccc(OC(F)(F)F)cc2)n1,active,446.4290000000001,4.089200000000003,1.0,6.0,7.522878745280337
CHEMBL4205450,CN(C)c1ccc(CNC(=O)c2csc(Cc3ccc(F)c(F)c3)n2)cc1,active,387.455,4.008100000000002,1.0,4.0,7.0
CHEMBL4210341,CN(C)c1ccc(CNC(=O)c2nc(Cc3ccc(F)c(F)c3)cs2)cc1,active,387.455,4.008100000000002,1.0,4.0,7.1487416512809245
CHEMBL4209481,Cn1ncc2cc(CC(=O)Nc3cnn(Cc4ccc(F)c(F)c4)n3)ccc21,active,382.3740000000001,2.6725000000000003,1.0,6.0,8.065501548756432
CHEMBL4205754,CC(C)(C)c1ccc(CC(=O)Nc2ncn(Cc3ccc(F)c(F)c3)n2)cc1,active,384.43,4.083300000000003,1.0,4.0,7.508638306165727
CHEMBL4216756,CC(C)c1ccc(CC(=O)Nc2nc(Cc3ccc(F)c(F)c3)cs2)cc1,active,386.46700000000004,5.3167000000000035,1.0,3.0,7.657577319177793
CHEMBL4205068,Cn1ncc2cc(CC(=O)Nc3nn(Cc4ccc(F)c(F)c4)cc3C#N)ccc21,active,406.39600000000013,3.149180000000001,1.0,6.0,7.6777807052660805
CHEMBL4218608,CC(C)(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)cc1,active,373.46000000000004,3.6767800000000017,1.0,5.0,8.1249387366083
CHEMBL4217292,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,active,425.4140000000001,3.973180000000002,1.0,5.0,7.7447274948966935
CHEMBL4208907,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,active,429.4020000000001,3.628800000000002,1.0,6.0,8.154901959985743
CHEMBL4204573,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,active,443.42900000000014,4.018900000000003,1.0,6.0,7.7447274948966935
CHEMBL4212176,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,active,415.37500000000006,3.5863000000000023,1.0,6.0,7.6020599913279625
CHEMBL4207291,CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,active,443.4290000000001,3.882780000000002,1.0,6.0,8.10790539730952
CHEMBL4211644,O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1,active,325.799,3.766000000000002,1.0,3.0,6.1249387366083
CHEMBL4203101,CN1C(=O)C(C)(C)c2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,active,424.45100000000014,3.6448000000000027,1.0,4.0,8.42021640338319
CHEMBL4202684,O=C(Cc1ccc(C2CC2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,368.387,3.6632000000000025,1.0,4.0,6.657577319177793
CHEMBL4214862,O=C(Cc1ccc(N2CCC(F)(F)C2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,inactive,433.4090000000001,3.6312000000000024,1.0,5.0,8.173925197299173
CHEMBL4209946,O=C(Cc1ccc(N2CC[C@H](F)C2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,inactive,415.4190000000001,3.3340000000000014,1.0,5.0,7.6777807052660805
CHEMBL4211393,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cn1,active,371.391,2.851800000000001,1.0,5.0,7.337242168318426
CHEMBL4206509,O=C(Cc1ccc(C2CC(F)(F)C2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,active,417.40600000000006,4.903500000000003,1.0,3.0,8.214670164989233
CHEMBL4207031,CC(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,active,369.415,4.514200000000003,1.0,3.0,8.221848749616356
CHEMBL4205399,CC(C)c1ccc(CC(=O)Nc2ccn(CC3CCC(F)(F)CO3)n2)cc1,active,377.43500000000006,4.002000000000003,1.0,4.0,7.853871964321762
CHEMBL4205399,CC(C)c1ccc(CC(=O)Nc2ccn(CC3CCC(F)(F)CO3)n2)cc1,active,377.43500000000006,4.002000000000003,1.0,4.0,8.259637310505756
CHEMBL4210292,CC(C)c1ccc(CC(=O)Nc2ccn(CCOCC(F)(F)F)n2)cc1,active,369.387,3.766600000000003,1.0,4.0,7.2076083105017466
CHEMBL4208838,CN(C)c1ccc(CC(=O)Nc2ccn(-c3ccccc3)n2)cc1,active,320.396,3.1195000000000013,1.0,4.0,5.200659450546418
CHEMBL4213764,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(N4CCCC4=O)cc3)n2)cc1,active,417.5130000000002,3.3054000000000023,1.0,5.0,5.0
CHEMBL4213226,CC(=O)Nc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,active,391.4750000000001,3.1370000000000013,2.0,5.0,5.0
CHEMBL4218161,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)c(F)c3)n2)cc1,active,377.42300000000006,3.1893800000000017,1.0,5.0,7.853871964321762
CHEMBL4216687,COc1c(F)cc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1F,active,400.4290000000001,3.4654000000000025,1.0,5.0,8.10790539730952
CHEMBL4205005,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,active,370.403,3.456800000000002,1.0,4.0,8.468521082957745
CHEMBL4204507,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(OC(F)(F)F)cc3)n2)cc1,inactive,418.41900000000004,4.077200000000003,1.0,5.0,8.292429823902063
CHEMBL4209376,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(OC(F)F)cc3)n2)cc1,active,400.42900000000003,3.780000000000002,1.0,5.0,8.0
CHEMBL4204611,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cc3)n2)cc1,active,359.43300000000005,3.0502800000000017,1.0,5.0,7.698970004336019
CHEMBL4216279,COc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,active,364.44900000000007,3.1872000000000016,1.0,5.0,7.327902142064283
CHEMBL4208950,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)cc3)n2)cc1,active,352.413,3.317700000000002,1.0,4.0,7.920818753952375
CHEMBL4204077,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(Cl)cc3)n2)cc1,active,368.868,3.8320000000000025,1.0,4.0,8.387216143280265
CHEMBL4213335,Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,active,348.45000000000005,3.487020000000002,1.0,4.0,8.0
CHEMBL4208413,Cc1cccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)c1,active,348.45000000000005,3.487020000000002,1.0,4.0,7.443697499232712
CHEMBL4209075,COc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1C,active,335.40700000000004,3.4296200000000026,1.0,4.0,7.2441251443275085
CHEMBL4217227,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,inactive,334.423,3.178600000000001,1.0,4.0,7.42021640338319
CHEMBL4218617,CC(C)c1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,active,333.435,4.236000000000003,1.0,3.0,7.638272163982407
CHEMBL4206874,O=C(Cc1ccc(Cl)cc1)Nc1ccn(Cc2ccccc2)n1,inactive,325.79900000000004,3.766000000000002,1.0,3.0,6.552841968657781
CHEMBL4215146,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1ccn(Cc2ccccc2)n1,inactive,375.3500000000001,4.011200000000002,1.0,4.0,6.809668301829708
CHEMBL4210726,COc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,inactive,321.38,3.1212000000000018,1.0,4.0,6.214670164989233
CHEMBL4215681,Cc1ccccc1CC(=O)Nc1ccn(Cc2ccccc2)n1,inactive,305.38100000000003,3.4210200000000013,1.0,3.0,5.468521082957745
CHEMBL4207290,Cc1cccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)c1,inactive,305.38100000000003,3.421020000000002,1.0,3.0,5.982966660701219
CHEMBL4212175,Cc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,inactive,305.38100000000003,3.421020000000002,1.0,3.0,6.6777807052660805
CHEMBL4202940,O=C(Cc1ccccc1)Nc1ccn(Cc2ccccc2)n1,inactive,291.354,3.1126000000000014,1.0,3.0,5.0
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,inactive,495.6390000000002,5.270900000000005,1.0,5.0,6.886056647693163
CHEMBL4215835,CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1,inactive,407.348,3.6012000000000013,2.0,5.0,4.481486060122113
CHEMBL604710,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,inactive,460.62100000000015,6.1424000000000065,0.0,2.0,4.346787486224656
CHEMBL4227475,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1.Cl.Cl,inactive,564.5730000000003,6.878100000000008,1.0,4.0,5.698970004336019
CHEMBL4228834,NCCCOc1ccc(CNc2nc3ccc(Oc4ccccc4)cc3s2)cc1.O=C(O)C(F)(F)F,inactive,519.5450000000002,6.061600000000004,3.0,7.0,3.0
CHEMBL4224809,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(O)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,inactive,535.5440000000002,5.767200000000004,4.0,8.0,3.5228787452803374
CHEMBL4228579,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,inactive,537.5350000000002,6.200700000000004,3.0,7.0,3.162411561764489
CHEMBL4227740,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,inactive,587.5420000000003,7.080400000000005,3.0,7.0,3.9507819773298185
