,0
255,Cc1ccc(Sc2cncc3sc(/C=N/Oc4ccccc4)cc23)cc1
256,Cc1ccc(Sc2cncc3sc(/C=N/O)cc23)cc1
257,NC(=O)c1cc2c(Cl)cncc2s1
258,C/C(=N\O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
259,Cc1ccc(Sc2cncc3sc(/C=N/OCC(N)=O)cc23)cc1
260,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc([N+](=O)[O-])c2)cc1
261,Cc1ccc(Sc2cncc3sc(C(=O)NN)cc23)cc1
262,COC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
263,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1
264,Cc1ccc(Sc2cncc3sc(C(=O)c4ccccc4)cc23)cc1
265,CC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
266,Cc1ccc(Sc2cncc3sc(C=O)cc23)cc1
267,Cc1ccc(Sc2cncc3sc(C(=O)N=C(N)N)cc23)cc1
268,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1
269,CCc1cc2c(Sc3ccc(C)cc3)cncc2s1
270,CONC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
271,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
272,NC(=O)c1cc2c(Sc3ccccn3)cncc2s1
273,NC(=O)c1cc2c(Sc3ccc(-c4ccccc4)cc3)cncc2s1
274,COc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
275,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1
276,NC(=O)c1cc2c(Sc3ccc(Cl)c(Cl)c3)cncc2s1
277,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1
278,Cc1ccc(Sc2cncc3sc(C(=O)NCC(O)CO)cc23)cc1
279,Cc1ccc(Sc2cncc3sc(C(=O)Nc4ccc(Cl)cc4)cc23)cc1
280,Cc1ccc(Sc2cncc3sc(C(=N)S)cc23)cc1
281,CCC(c1cc(Br)c(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1
282,CC(=O)OC1CC2(O)C3CCC4CC(OC=O)CCC4(C)C3CCC2(C)[C@H]1C1=CC(=O)OC1
283,COc1ccc2c(c1)[nH]c1c(C)nccc12
284,Brc1cccc2c3c([nH]c12)CNCC3
285,Brc1cccc2c3c([nH]c12)C=NCC3
286,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCCN)CCCCN)C(C)(C)C)C(=O)O
287,CN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C
288,Cc1ccc(Sc2cncc3sccc23)cc1
289,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@H](C4=CC(=O)OC4)C(=O)CC32O)C1
290,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(F)c1
291,COc1ccc2[nH]c3c(c2c1)CCN=C3
292,C/N=C(/NC(N)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
293,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(O)CC32O)C1
294,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12
295,Cc1c(C)c2c(c(C)c1OCc1ccccc1)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
296,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1
297,CNC(=N)NCCCC(N)P(=O)(O)O
298,C/N=C(/NC(C)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
299,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc(C#N)c2)c(F)c1
300,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12
301,COc1cccc2[nH]c3c(c12)CCN=C3
302,COc1cccc2[nH]c3c(c12)CCNC3
303,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2nccs2)c(F)c1
304,NC(N)=NCCCC(N)P(=O)(O)O
305,NC(N)=NCCCC(N)[PH](=O)O
306,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1
307,NC(=O)Sc1cncc2sc(C(N)=O)cc12
308,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1
309,COc1ccc2c3c([nH]c2c1)CNCC3
310,COc1cccc2c3c([nH]c12)CNCC3
311,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)cc1
312,NC(=O)c1cc2c(SC3CCCCC3)cncc2s1
313,Cc1occc1Sc1cncc2sc(C(N)=O)cc12
314,Cc1nnc(Sc2cncc3sc(C(N)=O)cc23)s1
315,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2)cc1
316,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1
317,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C
318,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C
319,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O
320,CCC(c1ccc(O)c(F)c1)C(CC)c1ccc(O)c(F)c1
321,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(I)c1
322,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
323,Cc1ccc(Sc2cccc3sc(C(N)=O)cc23)cc1
324,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1
325,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1
326,CCC(c1ccc(O)c(I)c1)C(CC)c1ccc(O)c(I)c1
327,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12
328,CNC(=N)NCCCC(N)[PH](=O)O
329,C1=NCCc2c1[nH]c1ccccc21
330,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12
331,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12
332,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
333,CCC(c1ccc(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1
334,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-]
335,Brc1cccc2[nH]c3c(c12)CCNC3
336,Brc1ccc2[nH]c3c(c2c1)CCNC3
337,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN=C(N)N)CCCN=C(N)N)C(C)(C)C)C(=O)O
338,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O
339,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NCCCCCCN)C(C)(C)C
340,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
341,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
342,CC(C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O
343,CC(C)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]2CS[C@H]3CC[C@H](NC(=O)[C@@H](O)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)NC1=O)C(=O)N32
344,N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-]
345,COc1cc(Br)c2c3c([nH]c2c1)CNCC3
346,CCC(c1ccc(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1
347,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
348,Brc1ccc2c3c([nH]c2c1)CNCC3
349,Cn1c2c(c3ccccc31)CCNC2
350,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1
351,CCc1cc2c(NCc3ccccc3)ncnc2s1
352,CCc1cc2c(Sc3ccccn3)ncnc2s1
353,Brc1ccc2c3c([nH]c2c1)C=NCC3
354,Brc1ccc2[nH]c3c(c2c1)CCN=C3
355,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1
356,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
357,C/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
358,Cn1c2c(c3ccccc31)CCNCC2
359,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN)CCCN)C(C)(C)C)C(=O)O
360,c1ccc2c3c([nH]c2c1)CNCC3
361,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
362,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O
363,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1
364,CN/C(=N/C1=CC(C)(C)Oc2ccc(C#N)cc21)NC#N
365,CSc1ccc(CC(C)N)cc1
366,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1
367,c1ccc2c3c([nH]c2c1)CCNC3
368,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1
369,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2
370,O=C1Nc2ccccc2C12OCCCO2
371,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1
372,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(OC=O)CC43O)C2)CC(O)C1O
373,NCc1c[nH]c2ccccc12
374,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
375,COc1cc(CC(C)N)c(OC)cc1I
376,CCC(Cc1ccc2c(c1)OCO2)NC
377,CCC(c1cc(I)c(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1
378,Brc1cccc2[nH]c3c(c12)CCN=C3
379,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc(O)c2)cc1
380,NCCc1c[nH]c2ccccc12
381,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1
382,CCc1cc2c(Sc3ccc(C)cc3)ncnc2s1
383,CCc1cc2c(SCc3ccccc3)ncnc2s1
384,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O
385,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
386,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
387,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C)C(=O)O
388,COc1cccc2c3c([nH]c12)C=NCC3
389,COc1ccc2c3c([nH]c2c1)C=NCC3
390,COc1ccc2[nH]c3c(c2c1)CCNC3
391,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC(=O)O)cc1
392,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1
393,O=C1Nc2ccc(Br)cc2C12SCCS2
394,O=C1Nc2ccc(Cl)cc2C12OCCS2
395,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)c(F)c1
396,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
397,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)c(F)c1
398,O=C1Nc2c(C(F)(F)F)cccc2C12OCCO2
399,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)CC(O)C1O
400,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)[C@@H](C6=CC(=O)OC6)C(O)CC54O)C3)OC2C)CC(O)C1O
401,Cc1c(CC(C)N)ccc2c1OCO2
402,Cc1cc(CC(C)N)cc2c1OCO2
403,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1
404,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OCc3ccccc3)cccc12
405,CCOc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
406,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1
407,COc1ccc2c(c1)[nH]c1cnccc12
408,COCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
409,CCN(CC)C(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1
410,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cscn2)cc1
411,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccsc2)cc1
412,CCCCNC(=O)CCC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
413,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C
414,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1
415,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN2CCCC2)cc1)c1ccccc1
416,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCCN2CCCC2)cc1)c1ccccc1
417,COc1ccc(C2CN3CCN(C)CC3c3ccccc32)cc1
418,Cc1c(C)c2c(c(C)c1OCc1ccccc1)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2
419,CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12
420,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12
421,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cc3)cccc12
422,c1ccc(CN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
423,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccc([N+](=O)[O-])cc3C2C1
424,CN1CCN2CC(c3ccc(Cl)cc3)c3ccccc3C2C1
425,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccccc3C2C1
426,Cc1nc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)ccc1Br
427,Nc1nc(N)c2nc(Sc3cccc(C(F)(F)F)c3)cnc2n1
428,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCN2CCCC2)cc1)c1ccccc1
429,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
430,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
431,Cc1cc2c(cc1CC(C)N)OCO2
432,CC(N)Cc1ccc(I)cc1
433,COc1cc2nc(N3CCC(C(=O)Nc4ccccc4)CC3)nc(N)c2cc1OC
434,COc1cc2nc(N3CCC(C(=O)N(C)Cc4ccccc4)CC3)nc(N)c2cc1OC
435,CN1CCN2CC(c3ccccc3)c3ccccc3C2C1
436,CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
437,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
438,COc1cc2nc(N3CCC(CC(=O)NCC4CC4)CC3)nc(N)c2cc1OC
439,CC(N)Cc1ccc2c(c1)CCC2
440,CCC(c1ccc(O)cc1)C(CC)c1cc(I)c(O)c(I)c1
441,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(Br)c1
442,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCN2CCCC2)cc1)c1ccccc1
443,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](C)C(=O)O)cc1
444,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC)C(=O)O)cc1
445,CCCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
446,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12
447,CCC(c1ccc(O)c(Br)c1)C(CC)c1ccc(O)c(Br)c1
448,C/N=C(/NC#N)NC1c2cnccc2OC(C)(C)[C@H]1O
449,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCN2CCCC2)cc1)c1ccccc1
450,CC12CCC(O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
451,COc1cc2nc(N3CCC(C(N)=O)CC3)nc(N)c2cc1OC
452,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN(C)C)cc1)c1ccccc1
453,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCN2CCCC2)cc1)c1ccccc1
454,C/N=C(\NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O)NS(N)(=O)=O
455,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)c(F)c1
456,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN2CCCC2)cc1)c1ccccc1
457,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cn3)cccc12
458,O=C1Nc2ccc(I)cc2C12OCCO2
459,O=C1Nc2cc(Cl)ccc2C12OCCO2
460,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
461,CN(C)c1cccc2c(S(=O)(=O)Nc3cccnn3)cccc12
462,CC(N)Cc1ccccc1
463,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN2CCCC2)cc1)c1ccccc1
464,c1ccc(CCN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
465,CCN(CC)C(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
466,COc1cc2nc(N3CCC(C(=O)NCCO)CC3)nc(N)c2cc1OC
467,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)O2
468,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
469,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
470,CC1OC(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)C(O)C1O
471,CCCCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
472,COc1cc2nc(N3CCC(C(=O)NCCOc4ccccc4)CC3)nc(N)c2cc1OC
473,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)cc1
474,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
475,C[C@]1(/C=C\C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
476,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
477,CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)[C@@H]1O
478,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
479,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)cc1
480,CCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
481,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCCN(C)C)cc1)c1ccccc1
482,CC(C)(C)/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
483,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
484,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCN(C)C)cc1)c1ccccc1
485,CNCC1NCC(c2ccccc2)c2ccccc21
486,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(N)=O)C(=O)O)cc1
487,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN(C)C)cc1)c1ccccc1
488,CCNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
489,CN1CCN2c3ccccc3Cc3ccccc3C2C1
490,Cc1c(C)c2c(c(C)c1O)CCC(C)(CNCCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
491,CN(C)CC1c2ccccc2C(c2ccccc2)CN1C
492,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
493,CO/N=C/[C@@]1(C)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
494,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1
495,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
496,COc1cc2nc(N3CCC(C(=O)NCC4CC4)CC3)nc(N)c2cc1OC
497,CCCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
498,CCCCNC(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1
499,CN/C(=C\[N+](=O)[O-])NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
500,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nc(C)cs2)cc1
501,COc1cc2nc(N3CCC(C(=O)NC4CCCC4)CC3)nc(N)c2cc1OC
502,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12
503,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1
504,CC1(C)Oc2ccc(C#N)cc2C(/N=C(/N)NC#N)[C@@H]1O
505,O=C1N(CN2CCCCC2)c2ccccc2C12OCCO2
506,CC(N)Cc1ccc2c(c1)OCO2
507,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
508,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
509,Nc1nc(N)c2nc(Sc3ccc(Cl)c(Cl)c3)cnc2n1
510,CN(C)c1cccc2c(S(=O)(=O)Nc3ncccn3)cccc12
511,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1
512,CN(C)c1cccc2c(S(=O)(=O)Nc3ccccn3)cccc12
513,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN(C)C)cc1)c1ccccc1
514,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
515,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccccc2)C(=O)O)cc1
516,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc([N+](=O)[O-])c2)c(F)c1
517,COc1ccc(Sc2cnc3nc(N)nc(N)c3n2)cc1
518,CN(C)CCCN1c2ccccc2CCc2ccccc21
519,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cncs2)cc1
520,CCCCNC(=O)COC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
521,CCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
522,CN(C)CC1NCC(c2ccccc2)c2ccccc21
523,CCNCC1NCC(c2ccccc2)c2ccccc21
524,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccoc2)cc1
525,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccco2)cc1
526,O=C1Nc2ccccc2C12OCCO2
527,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2
528,CCOC(=O)c1ccc(N/C(S)=N/c2ccc3c(c2)C(C)(C)CC(C)(C)S3)cc1
529,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCC1
530,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(COC(C)=O)=C[C@H]3[C@@H]1C2(C)C
531,NC(=O)c1cc(-c2ccncc2)cnc1Cl
532,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
533,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2
534,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CC1
535,CCCOC(=O)c1ncn2c1CN(C)C(=O)c1sccc1-2
536,Cc1cc(CCCCCOc2ccc(-c3nc(C)c(C)o3)cc2)on1
537,CN1C(=O)C2(OCCO2)c2ccccc21
